row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,26_Sample_RYTA006_1.mzML Peak height,19_Sample_RYMG001_2.mzML Peak height,38_Sample_ER001_2.mzML Peak height,43_Sample_ER001_3.mzML Peak height,30_Sample_RGB004_3.mzML Peak height,33_Sample_ATA001_1.mzML Peak height,31_Sample_FIED001_3.mzML Peak height,32_Sample_ATA001_3.mzML Peak height,22_Sample_ATA001_2.mzML Peak height,40_Sample_RYMG001_1.mzML Peak height,27_Sample_RIG005_3.mzML Peak height,28_Qc3_3.mzML Peak height,37_Sample_RIG005_1.mzML Peak height,4_Blanco.mzML Peak height,20_Sample_ER001_1.mzML Peak height,34_Qc1_2.mzML Peak height,42_Sample_RIG005_2.mzML Peak height,25_Sample_RYTA006_3.mzML Peak height,29_Sample_RGB004_1.mzML Peak height,35_Sample_RGY001_2.mzML Peak height,23_RIG003_2.mzML Peak height,16_Sample_RYMG001_3.mzML Peak height,11_Sample_FIED001_2.mzML Peak height,15_QC1_4.mzML Peak height,36_Sample_RGB004_2.mzML Peak height,18_Sample_FIED001_1.mzML Peak height,44_Qc2_5.mzML Peak height,21_Qc2_2.mzML Peak height,14_Sample_RYTA006_2.mzML Peak height,12_Sample_RGY001_3.mzML Peak height,45_Qc3_2.mzML Peak height,13_Sample_RIG003_3.mzML Peak height,8_Qc2_3.mzML Peak height,7_Qc1_5.mzML Peak height,17_Sample_RGY001_1.mzML Peak height,10_RIG003_1.mzML Peak height,41_Qc2_4.mzML Peak height,
2134,73.0,15.46,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2135,54.977884340012736,15.465,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2136,60.0,15.47,,,,,,,,,,,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2137,91.0,15.485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,0,
2138,68.99346108243645,15.490001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2139,44.0,15.497499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.0,193.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2140,105.00579083286787,15.508333,,,,,,,,,,,0,177.0,0,0,0,0,0,0,0,311.0,0,0,0,0,238.0,0,0,0,194.0,210.0,0,0,0,0,158.0,0,0,182.0,0,0,0,244.0,0,0,0,0,254.0,
2141,83.99992708960363,15.5175,,,,,,,,,,,0,0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,162.0,0,0,
2142,77.00806197012194,15.52,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,
2143,69.0089715933634,15.546999,,,,,,,,,,,191.0,0,0,228.0,0,0,239.0,198.0,0,335.0,188.0,228.0,180.0,0,193.0,0,234.0,270.0,0,154.0,180.0,0,258.0,172.0,198.0,0,158.0,0,0,0,0,0,0,198.0,170.0,0,202.0,
2144,71.0,15.5525,,,,,,,,,,,0,0,0,0,0,148.0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2145,91.0,15.554999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2146,85.02817508970618,15.5625,,,,,,,,,,,0,0,0,146.0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2147,97.03804231825694,15.5625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,0,161.0,0,0,0,0,0,0,0,0,0,0,0,0,
2148,60.0,15.565,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,175.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0,
2149,39.97281265378298,15.58,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007.0,0,
2150,83.01362383364521,15.582501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,209.0,0,0,0,0,153.0,0,0,0,0,0,169.0,0,0,146.0,0,143.0,0,0,0,
2151,93.06013153278275,15.5825,,,,,,,,,,,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2152,81.0169593569991,15.585,,,,,,,,,,,164.0,0,0,0,0,210.0,0,199.0,175.0,0,0,0,0,0,0,0,0,194.0,0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,0,0,0,
2153,105.00272406635334,15.585,,,,,,,,,,,0,0,0,0,0,313.0,0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,0,0,0,0,
2154,67.0,15.59,,,,,,,,,,,0,0,0,0,0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2155,91.02979445018816,15.595416,,,,,,,,,,,204.0,0,0,0,790.0,383.0,178.0,226.0,252.0,0,0,0,345.0,0,0,0,0,294.0,857.0,0,153.0,0,0,0,1042.0,0,0,0,215.0,0,0,0,0,0,0,0,0,
2156,79.06666564941406,15.598334,,,,,,,,,,,0,0,0,0,0,0,0,164.0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,
2157,68.98508797574372,15.6075,,,,,,,,,,,0,0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2158,77.03002184084862,15.608,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.0,0,0,0,178.0,0,257.0,0,0,0,167.0,0,0,0,0,0,177.0,0,0,
2159,70.04879038610702,15.614001,,,,,,,,,,,0,0,174.0,0,562.0,0,0,0,185.0,0,0,0,0,0,0,0,0,0,526.0,0,0,0,0,0,642.0,0,0,0,0,0,0,0,0,0,0,0,0,
2160,65.05459731925833,15.616668,,,,,,,,,,,0,0,0,0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,0,0,0,0,0,239.0,0,0,0,0,0,0,0,0,0,0,0,0,
2161,104.09671699944302,15.621666,,,,,,,,,,,0,0,0,0,2474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580.0,0,0,0,0,0,2905.0,0,0,0,0,0,0,0,0,0,0,0,0,
2162,51.05617599586517,15.625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,
2163,85.09539276766276,15.63,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.0,0,0,0,0,0,0,0,0,0,0,0,0,
2164,43.987803216414015,15.634999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2165,57.0,15.634999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,0,
2166,84.07373702826555,15.6525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.0,0,0,0,0,0,0,0,0,0,204.0,0,0,0,0,0,0,0,
2167,86.09073032286108,15.6525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0,
2168,83.04870988689898,15.654167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,191.0,166.0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,0,190.0,0,0,0,0,175.0,0,0,0,0,145.0,0,
2169,42.02740905993282,15.655,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2170,81.05894475340577,15.657499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,0,0,0,0,164.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2171,97.0657793866506,15.657499,,,,,,,,,,,0,162.0,0,0,0,0,0,0,142.0,367.0,0,0,0,0,0,0,185.0,447.0,0,191.0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,170.0,0,0,
2172,73.07005851785507,15.6675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,159.0,0,0,156.0,0,0,0,
2173,39.981523333994986,15.668123,,,,,,,,,,,1039.0,0,0,0,0,0,0,0,0,0,1118.0,0,0,0,0,0,1137.0,1081.0,0,0,0,0,1017.0,0,0,0,1094.0,0,0,1014.0,0,0,0,0,0,0,1167.0,
2174,99.0899909445431,15.675148,,,,,,,,,,,4002.0,1404.0,0,621.0,495.0,246.0,1494.0,324.0,207.0,46077.0,1569.0,1251.0,2218.0,0,0,1201.0,1905.0,49331.0,576.0,3351.0,401.0,1020.0,1647.0,688.0,868.0,1335.0,1314.0,1351.0,442.0,2859.0,1285.0,661.0,1154.0,607.0,2250.0,22433.0,5231.0,
2175,60.08167764590255,15.68,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,0,0,0,0,199.0,0,0,0,0,0,0,0,
2176,105.0711675375943,15.68,,,,,,,,,,,0,0,0,0,202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,0,0,260.0,0,0,0,0,0,0,0,0,0,0,0,0,
2177,55.04700058430182,15.685153,,,,,,,,,,,4229.0,585.0,329.0,711.0,485.0,406.0,612.0,378.0,263.0,46569.0,1196.0,768.0,889.0,0,308.0,505.0,1410.0,49537.0,581.0,1217.0,0,523.0,1779.0,450.0,0,610.0,1407.0,587.0,564.0,1048.0,631.0,636.0,474.0,0,847.0,23505.0,6089.0,
2178,91.09999847412111,15.690001,,,,,,,,,,,0,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2179,73.04170181474001,15.696667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,142.0,0,0,0,0,273.0,0,0,0,0,0,
2180,71.08109820560863,15.697165,,,,,,,,,,,18396.0,961.0,862.0,2479.0,1633.0,1132.0,1471.0,1162.0,742.0,216404.0,4537.0,2882.0,1049.0,321.0,767.0,1153.0,5441.0,237721.0,1988.0,1638.0,780.0,1444.0,6922.0,1519.0,1170.0,1113.0,5778.0,1022.0,1804.0,3066.0,1924.0,2161.0,623.0,455.0,1170.0,108495.0,26020.0,
2181,67.07310038162844,15.699444,,,,,,,,,,,479.0,0,0,0,0,0,0,0,0,3931.0,150.0,0,0,0,0,0,172.0,4222.0,148.0,0,0,0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,2052.0,558.0,
2182,51.05880713858488,15.700001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,
2183,212.22492547316438,15.700001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,837.0,0,0,0,0,0,0,0,1201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.0,0,
2184,57.09022096265144,15.700627,,,,,,,,,,,30770.0,1503.0,1478.0,4156.0,2631.0,1916.0,2286.0,1919.0,1258.0,354892.0,7546.0,4457.0,0,0,1257.0,1930.0,8998.0,381257.0,3460.0,1474.0,0,2114.0,11474.0,2454.0,1726.0,1481.0,9807.0,1553.0,2970.0,4759.0,3185.0,3545.0,0,0,1681.0,173598.0,43649.0,
2185,85.10983577213352,15.700812,,,,,,,,,,,13518.0,634.0,660.0,1692.0,1209.0,775.0,1050.0,856.0,534.0,153951.0,3233.0,2026.0,622.0,185.0,639.0,854.0,3878.0,170177.0,1525.0,676.0,463.0,947.0,5001.0,1064.0,702.0,714.0,4141.0,668.0,1409.0,2082.0,1369.0,1524.0,298.0,286.0,684.0,77164.0,18633.0,
2186,155.1829426148412,15.700999,,,,,,,,,,,246.0,0,0,0,0,0,0,0,0,2545.0,0,0,0,0,0,0,0,2974.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.0,260.0,
2187,113.14104315294304,15.701113,,,,,,,,,,,1834.0,0,0,241.0,182.0,0,0,142.0,0,19998.0,450.0,324.0,0,0,0,0,510.0,23628.0,246.0,0,0,0,692.0,154.0,0,0,522.0,0,0,290.0,188.0,222.0,0,0,0,10350.0,2450.0,
2188,43.03670660253373,15.701353,,,,,,,,,,,16393.0,937.0,853.0,2123.0,1680.0,1039.0,1297.0,1129.0,706.0,182513.0,4086.0,2509.0,923.0,346.0,759.0,1146.0,4904.0,199401.0,1933.0,952.0,735.0,1263.0,6242.0,1458.0,1066.0,1018.0,5167.0,1037.0,1701.0,2790.0,1843.0,2067.0,607.0,534.0,1088.0,93491.0,22941.0,
2189,127.16803665943151,15.7015,,,,,,,,,,,669.0,0,0,0,0,0,0,0,0,7292.0,177.0,154.0,0,0,0,0,204.0,8524.0,0,0,0,0,250.0,0,0,0,220.0,0,0,0,0,0,0,0,0,3879.0,860.0,
2190,79.09458597994414,15.701667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,506.0,0,0,0,0,0,0,0,615.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,0,
2191,141.17589768451387,15.701667,,,,,,,,,,,278.0,0,0,0,0,0,0,0,0,3542.0,0,0,0,0,0,0,154.0,4091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984.0,431.0,
2192,41.03855047321777,15.702001,,,,,,,,,,,6724.0,0,0,0,0,0,0,0,0,73112.0,1733.0,0,0,0,0,0,1991.0,79626.0,0,0,0,0,2724.0,0,0,0,2031.0,0,0,1302.0,0,0,0,0,0,38345.0,9083.0,
2193,39.041583837787364,15.703334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7809.0,0,0,0,0,0,0,0,8714.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411.0,0,
2194,65.0677541129108,15.703334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,638.0,0,0,0,0,0,0,0,677.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.0,0,
2195,183.2052033023056,15.703334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,548.0,0,0,0,0,0,0,0,598.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.0,0,
2196,169.18745013449825,15.70375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1220.0,0,0,0,0,0,0,0,1446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637.0,156.0,
2197,77.09349164143536,15.7039995,,,,,,,,,,,166.0,0,0,0,0,0,0,0,0,358.0,0,0,0,0,0,0,0,463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,196.0,
2198,111.07701181188806,15.705,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,
2199,97.07152020265163,15.708215,,,,,,,,,,,162.0,0,0,214.0,0,166.0,0,0,0,0,0,254.0,0,0,0,0,0,292.0,0,0,0,158.0,0,180.0,0,0,198.0,154.0,0,263.0,230.0,167.0,0,0,0,297.0,295.0,
2200,39.98085872648706,15.723999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1098.0,0,0,0,0,0,1162.0,0,0,0,0,0,999.0,0,0,0,1111.0,0,0,1018.0,0,0,0,0,0,0,0,
2201,83.0731586473956,15.724999,,,,,,,,,,,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,0,0,0,0,0,0,0,321.0,0,0,244.0,0,0,0,0,0,0,0,
2202,69.05386061377747,15.731947,,,,,,,,,,,210.0,0,250.0,0,287.0,0,0,172.0,0,0,175.0,0,161.0,0,0,162.0,217.0,0,274.0,169.0,201.0,0,0,146.0,273.0,0,166.0,0,294.0,158.0,180.0,0,0,0,0,0,271.0,
2203,81.02856182348131,15.7575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,
2204,55.0,15.759999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,0,0,0,0,0,0,0,0,0,0,0,0,
2205,93.06655862599875,15.760555,,,,,,,,,,,178.0,0,0,0,354.0,0,199.0,0,162.0,0,154.0,0,0,0,0,0,0,207.0,350.0,0,0,0,185.0,0,430.0,0,0,0,0,0,0,0,0,0,0,0,0,
2206,79.04361775537616,15.767,,,,,,,,,,,0,0,0,0,202.0,0,0,0,0,0,0,0,154.0,0,0,0,0,0,180.0,0,0,0,0,0,222.0,0,0,151.0,0,0,0,0,0,0,0,0,0,
2207,103.08308850250563,15.775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2208,107.07601701899027,15.777331,,,,,,,,,,,0,0,0,0,0,186.0,0,0,0,0,260.0,167.0,255.0,0,0,140.0,196.0,0,0,0,180.0,0,150.0,0,226.0,0,0,169.0,0,0,167.0,178.0,191.0,0,0,159.0,159.0,
2209,91.0593329271391,15.778158,,,,,,,,,,,0,0,0,0,322.0,295.0,0,252.0,225.0,0,298.0,0,0,161.0,0,289.0,418.0,0,271.0,0,228.0,198.0,166.0,0,361.0,153.0,0,273.0,153.0,0,276.0,255.0,0,222.0,0,0,0,
2210,65.07058468352251,15.78,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,158.0,0,175.0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2211,191.12628873212552,15.781,,,,,,,,,,,0,0,0,0,0,525.0,0,458.0,0,0,937.0,579.0,677.0,0,0,481.0,809.0,0,0,0,593.0,0,0,0,0,0,476.0,479.0,0,0,487.0,643.0,486.0,0,0,712.0,503.0,
2212,77.05118651899035,15.781314,,,,,,,,,,,0,153.0,0,0,250.0,169.0,190.0,164.0,167.0,0,311.0,0,199.0,140.0,156.0,194.0,0,0,196.0,0,0,0,150.0,0,190.0,0,0,159.0,0,0,209.0,198.0,199.0,174.0,0,0,0,
2213,74.09151386802465,15.782,,,,,,,,,,,0,0,0,0,0,236.0,0,206.0,222.0,161.0,279.0,204.0,290.0,170.0,0,236.0,335.0,0,178.0,0,242.0,0,0,175.0,186.0,0,183.0,0,0,0,239.0,262.0,0,191.0,0,292.0,206.0,
2214,57.054723179696296,15.782142,,,,,,,,,,,0,0,580.0,0,0,0,0,0,0,0,0,0,1721.0,1004.0,428.0,0,0,0,0,0,1345.0,0,0,0,0,0,0,0,0,0,0,0,1175.0,762.0,0,0,0,
2215,115.0940517744636,15.785,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,210.0,0,142.0,0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2216,60.0833035482683,15.785714,,,,,,,,,,,0,0,0,0,0,194.0,0,0,0,169.0,199.0,0,0,0,0,0,182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,0,191.0,0,0,0,175.0,
2217,105.05473810363864,15.786562,,,,,,,,,,,0,0,150.0,172.0,0,222.0,0,193.0,209.0,252.0,218.0,217.0,222.0,0,0,223.0,0,0,246.0,153.0,0,154.0,0,0,0,0,162.0,170.0,0,0,0,0,194.0,0,0,0,0,
2218,39.98795976513432,15.7875,,,,,,,,,,,1073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.0,
2219,73.05082030821184,15.8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.0,0,0,0,0,
2220,97.05837985316305,15.815001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,
2221,91.09999847412111,15.820001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2222,43.00035377798294,15.827223,,,,,,,,,,,0,0,289.0,0,0,215.0,0,210.0,0,0,0,0,0,0,236.0,0,0,0,0,517.0,249.0,0,0,0,0,257.0,0,394.0,0,0,0,0,396.0,0,0,0,0,
2223,69.03319211436163,15.831876,,,,,,,,,,,0,0,0,180.0,0,0,241.0,0,0,0,0,202.0,0,0,0,0,0,513.0,0,0,0,0,305.0,0,0,0,0,161.0,0,0,0,188.0,0,0,0,228.0,0,
2224,70.99366206854162,15.835,,,,,,,,,,,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2225,104.99439622077388,15.835,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2226,55.000257384990995,15.838571,,,,,,,,,,,0,0,271.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.0,0,185.0,0,214.0,0,201.0,0,286.0,0,
2227,67.0,15.84,,,,,,,,,,,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2228,93.0,15.84,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,0,0,0,0,
2229,83.05400686006288,15.840626,,,,,,,,,,,0,0,142.0,0,0,0,0,140.0,0,260.0,0,0,0,0,0,0,0,330.0,0,140.0,0,0,0,0,0,0,0,0,166.0,0,0,0,0,0,0,156.0,183.0,
2230,77.0,15.845,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,
2231,97.09999847412108,15.845,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,
2232,111.10805295872606,15.88,,,,,,,,,,,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2233,43.0,15.884999,,,,,,,,,,,0,0,0,0,0,0,204.0,0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2234,43.99580866262454,15.898334,,,,,,,,,,,0,0,230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0,0,0,207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2235,73.03961941150219,15.906,,,,,,,,,,,0,0,164.0,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,164.0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,156.0,0,
2236,39.98963203883979,15.929999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1158.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2237,71.0,15.942499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,0,0,0,0,
2238,77.0,15.955,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2239,42.99912090963314,15.96125,,,,,,,,,,,0,0,0,0,0,242.0,0,0,0,0,0,0,306.0,0,0,0,0,0,0,0,0,0,0,0,255.0,0,0,0,292.0,0,0,0,0,0,0,0,0,
2240,111.06513679591794,15.9625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2241,54.999899914495,15.969,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,178.0,0,0,150.0,0,0,0,0,0,0,0,0,308.0,209.0,0,0,0,0,381.0,0,0,0,0,0,0,0,0,
2242,97.0119687148976,15.975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2243,69.01862604354854,15.981667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,324.0,0,0,0,0,153.0,0,161.0,0,145.0,0,0,0,295.0,0,0,0,0,0,290.0,0,0,0,0,0,0,0,0,
2244,56.996650283131956,15.985001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.0,0,0,198.0,0,0,0,0,0,
2245,82.996916193972,15.985,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.0,0,0,0,0,0,0,0,0,
2246,112.0999984741211,15.990001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2247,91.0,15.99875,,,,,,,,,,,0,0,0,158.0,0,218.0,0,190.0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2248,105.00000000000001,16.0,,,,,,,,,,,0,0,0,0,0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
